,緯度,經度,圖示,顏色,名稱,碗　　數,得獎菜色,菜　　系,評　　審,地　　址,電　　話,geometry,index_right,TOWNID,TOWNCODE,COUNTYNAME,TOWNNAME,TOWNENG,COUNTYID,COUNTYCODE,縣市,鄉鎮區
365,22.614016,120.299189,<i class='fas fa-utensils'></i>,#198754,老二腿庫飯,&#127836; (1碗),腿庫飯,台式,莫莉,802高雄市苓雅區興中二路118號,07 333 2779,POINT (120.299189 22.614016),312,E08,64000080,高雄市,苓雅區,Lingya District,E,64000,高雄市,苓雅區
366,22.622428,120.309451,<i class='fas fa-utensils'></i>,#198754,老店柏弘肉燥,&#127836; (1碗),肉燥飯＆魚湯,台式,鍾愛銅板美食的貪吃鬼,802高雄市苓雅區青年一路183-1號,07 332 2516,POINT (120.309451 22.622428),155,E06,64000060,高雄市,新興區,Xinxing District,E,64000,高雄市,新興區
367,22.621986,120.318409,<i class='fas fa-utensils'></i>,#198754,老莊豆漿店,&#127836; (1碗),燒餅夾蛋餅油條、鹹豆漿,台式,謝維智,802高雄市苓雅區四維二路187號,07 715 3881,POINT (120.318409 22.621986),312,E08,64000080,高雄市,苓雅區,Lingya District,E,64000,高雄市,苓雅區
368,22.631667,120.28407,<i class='fas fa-utensils'></i>,#198754,肉粽泰Tai,&#127836; (1碗),花生粽,台式,Nobu Lee,803高雄市鹽埕區新興街289號,07 551 2747,POINT (120.28407 22.631667),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
369,22.642977,120.297163,<i class='fas fa-utensils'></i>,#198754,君腿庫飯,&#127836; (1碗),腿庫飯,台式,吳寶春,807高雄市三民區漢口街103號,,POINT (120.297163 22.642977),313,E05,64000050,高雄市,三民區,Sanmin District,E,64000,高雄市,三民區
370,22.629615,120.332702,<i class='fas fa-utensils'></i>,#198754,武廟市場古早味臭豆腐,&#127836; (1碗),臭豆腐,台式,劉書甫,807高雄市苓雅區輔仁路123號,0930 265 332,POINT (120.332702 22.629615),312,E08,64000080,高雄市,苓雅區,Lingya District,E,64000,高雄市,苓雅區
371,22.625877,120.281206,<i class='fas fa-utensils'></i>,#198754,阿忠虱目魚粗米粉,&#127836; (1碗),小卷粗米粉湯、香煎魚背骨、炸虱目魚腸,台式,郭銘哲,803高雄市鹽埕區新樂街229號,0972 501 220,POINT (120.281206 22.625877),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
372,22.629573,120.283522,<i class='fas fa-utensils'></i>,#198754,阿財雞絲麵,&#127836; (1碗),雞絲麵＆黑白切,台式,王耀邦,803高雄市鹽埕區壽星街11號,07 521 5151,POINT (120.283522 22.629573),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
373,22.624838,120.282616,<i class='fas fa-utensils'></i>,#198754,阿進切仔麵,&#127836; (1碗),脆肉湯,台式,迪拉,803高雄市鹽埕區瀨南街148號,07 521 1028,POINT (120.282616 22.624838),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
374,22.66484,120.31918,<i class='fas fa-utensils'></i>,#198754,毒家口味,&#127836; (1碗),碳烤,台式,劉書甫,807高雄市三民區鼎中路269號,0928 735 600,POINT (120.31918 22.66484),313,E05,64000050,高雄市,三民區,Sanmin District,E,64000,高雄市,三民區
375,22.627012,120.280174,<i class='fas fa-utensils'></i>,#198754,美香餛飩麵,&#127836; (1碗),餛飩乾麵,台式,廖小子,803高雄市鹽埕區大安街154號,07 531 7003,POINT (120.280174 22.627012),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
376,22.90223,120.541404,<i class='fas fa-utensils'></i>,#198754,美濃市場-花生豆腐,&#127836; (1碗),花生豆腐,客家,顧瑋,843高雄市美濃區中正路一段5號,,POINT (120.541404 22.90223),201,E31,64000310,高雄市,美濃區,Meinong District,E,64000,高雄市,美濃區
377,22.618078,120.31099,<i class='fas fa-utensils'></i>,#198754,純榮西點麵包,&#127836; (1碗),壽桃,台式,吳寶春,802高雄市苓雅區復興二路23號,07 333 9481,POINT (120.31099 22.618078),312,E08,64000080,高雄市,苓雅區,Lingya District,E,64000,高雄市,苓雅區
378,22.621756,120.308343,<i class='fas fa-utensils'></i>,#198754,國民市場阿蘭雞肉,&#127836; (1碗),鹽水白斬雞,台式,吳寶春,802高雄市苓雅區青年路,0988 618 458,POINT (120.308343 22.621756),312,E08,64000080,高雄市,苓雅區,Lingya District,E,64000,高雄市,苓雅區
379,22.625902,120.281095,<i class='fas fa-utensils'></i>,#198754,無名燒烤（ 阿男燒烤）,&#127836; (1碗),烤雞翅、烤海鮮,台式,郭銘哲,803高雄市鹽埕區新樂街229-1號,07 561 8929,POINT (120.281095 22.625902),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
380,22.636276,120.295002,<i class='fas fa-utensils'></i>,#198754,嘉鄉味鄧家特製粉圓冰,&#127836; (1碗),粉圓湯圓冰,台式,吳寶春,807高雄市三民區立德街1巷2號,07 286 2856,POINT (120.295002 22.636276),313,E05,64000050,高雄市,三民區,Sanmin District,E,64000,高雄市,三民區
381,22.614177,120.265939,<i class='fas fa-utensils'></i>,#198754,廟口番茄切盤,&#127836; (1碗),番茄切盤,台式,楊馥如,805高雄市旗津區廟前路76號,,POINT (120.265939 22.614177),319,E10,64000100,高雄市,旗津區,Qijin District,E,64000,高雄市,旗津區
382,22.645012,120.312562,<i class='fas fa-utensils'></i>,#198754,蔡台南肉粽,&#127836; (1碗),肉棕,台式,洪子仁,807高雄市三民區十全一路52號,07 321 8923,POINT (120.312562 22.645012),313,E05,64000050,高雄市,三民區,Sanmin District,E,64000,高雄市,三民區
383,22.679815,120.34983,<i class='fas fa-utensils'></i>,#198754,橋邊鵝肉店,&#127836; (1碗),黃金鵝油香蔥飯,台式,吳寶春,814高雄市仁武區仁雄路39之6號,07 373 1468,POINT (120.34983 22.679815),191,E17,64000170,高雄市,仁武區,Renwu District,E,64000,高雄市,仁武區
384,22.676098,120.292078,<i class='fas fa-utensils'></i>,#198754,豫湘美食,&#127836; (1碗),牛肉泡饃、涼麵,中式,郭銘哲,813高雄市左營區城峰路311號,07 588 2685,POINT (120.292078 22.676098),355,E03,64000030,高雄市,左營區,Zuoying District,E,64000,高雄市,左營區
385,22.628747,120.282729,<i class='fas fa-utensils'></i>,#198754,鴨肉本,&#127836; (1碗),鴨肉飯,台式,郭銘哲,803高雄市鹽埕區富野路107號,07 531 4630,POINT (120.282729 22.628747),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
386,22.636333,120.292088,<i class='fas fa-utensils'></i>,#198754,鴨肉和,&#127836; (1碗),鴨肉飯,台式,郭銘哲,807高雄市三民區建國三路395-1號,07 281 2988,POINT (120.292088 22.636333),313,E05,64000050,高雄市,三民區,Sanmin District,E,64000,高雄市,三民區
387,22.621447,120.315843,<i class='fas fa-utensils'></i>,#198754,鮪魚海產粥（四維路vs福建街）,&#127836; (1碗),鮪魚海產粥、鮮魚料理、隱藏版熱炒,台式,郭銘哲,802高雄市苓雅區四維二路128號,07 331 3631,POINT (120.315843 22.621447),312,E08,64000080,高雄市,苓雅區,Lingya District,E,64000,高雄市,苓雅區
388,22.622113,120.286892,<i class='fas fa-utensils'></i>,#198754,藍世界啤酒屋,&#127836; (1碗),豬肉煎餃,台式,迪拉,803高雄市鹽埕區五福四路88號,07 561 6901,POINT (120.286892 22.622113),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
389,22.613561,120.314753,<i class='fas fa-utensils'></i>,#198754,Lee's Second Chapter,&#127836; (1碗),外帶熟食沙拉餐盒,台式,郭銘哲,806高雄市前鎮區民權二路486號,07 338 1386,POINT (120.314753 22.613561),157,E09,64000090,高雄市,前鎮區,Qianzhen District,E,64000,高雄市,前鎮區
390,22.676741,120.492339,<i class='fas fa-utensils'></i>,#198754,一碗豆腐,&#127836; (1碗),臭豆腐、大根泡菜,台式,彭天恩,900屏東縣屏東市濟南街2-6號,0909 585 295,POINT (120.492339 22.676741),119,T01,10013010,屏東縣,屏東市,Pingtung City,T,10013,屏東縣,屏東市
391,22.693018,120.637013,<i class='fas fa-utensils'></i>,#198754,大社牛肉麵,&#127836; (1碗),牛肉麵、雞肉飯,台式,彭天恩,903屏東縣三地門鄉和平路二段53巷16號,0934 341 747,POINT (120.637013 22.693018),128,T13,10013130,屏東縣,內埔鄉,Neipu Township,T,10013,屏東縣,內埔鄉
392,22.370301,120.592483,<i class='fas fa-utensils'></i>,#198754,水底寮無名小吃店,&#127836; (1碗),吻仔魚皮蛋粥,台式,王浩一,屏東縣枋寮鄉水底寮三叢榕土地公廟旁,,POINT (120.592483 22.370301),173,T16,10013160,屏東縣,枋寮鄉,Fangliao Township,T,10013,屏東縣,枋寮鄉
393,22.670708,120.482012,<i class='fas fa-utensils'></i>,#198754,永和豆漿大王,&#127836; (1碗),煎餃＋水煎包,台式,彭天恩,900屏東縣屏東市民族路287號,08 732 2163,POINT (120.482012 22.670708),119,T01,10013010,屏東縣,屏東市,Pingtung City,T,10013,屏東縣,屏東市
394,22.685602,120.49133,<i class='fas fa-utensils'></i>,#198754,光華鴨肉專賣店,&#127836; (1碗),煙燻鴨肉,台式,彭天恩,900屏東縣屏東市信義路357-1號,,POINT (120.49133 22.685602),119,T01,10013010,屏東縣,屏東市,Pingtung City,T,10013,屏東縣,屏東市
395,22.679752,120.492243,<i class='fas fa-utensils'></i>,#198754,李家肉圓,&#127836; (1碗),肉圓、豬血湯,台式,謝維智,900屏東縣屏東市中華路110號,08 737 7341,POINT (120.492243 22.679752),119,T01,10013010,屏東縣,屏東市,Pingtung City,T,10013,屏東縣,屏東市
396,22.467448,120.451042,<i class='fas fa-utensils'></i>,#198754,東港正宗肉丸,&#127836; (1碗),蝦筍肉丸,台式,陳耀訓,928屏東縣東港鎮新基街45巷39號,08 832 5238,POINT (120.451042 22.467448),172,T03,10013030,屏東縣,東港鎮,Donggang Township,T,10013,屏東縣,東港鎮
397,22.465297,120.446313,<i class='fas fa-utensils'></i>,#198754,東港肉包大王,&#127836; (1碗),黑糖包子,台式,彭天恩,928屏東縣東港鎮新生一路6號,0932 782 078,POINT (120.446313 22.465297),172,T03,10013030,屏東縣,東港鎮,Donggang Township,T,10013,屏東縣,東港鎮
398,22.635634,120.569755,<i class='fas fa-utensils'></i>,#198754,東勢老麵店（東勢三兄弟粄條）,&#127836; (1碗),筍乾豬腳,台式,彭天恩,912屏東縣內埔鄉嘉應路27號,08 779 2596,POINT (120.569755 22.635634),128,T13,10013130,屏東縣,內埔鄉,Neipu Township,T,10013,屏東縣,內埔鄉
399,22.568293,120.57106,<i class='fas fa-utensils'></i>,#198754,阿英婆的客家廚房,&#127836; (1碗),芋頭粄,客家,顧瑋,923015屏東縣萬巒鄉南進路10號,08 781 2930,POINT (120.57106 22.568293),127,T12,10013120,屏東縣,萬巒鄉,Wanluan Township,T,10013,屏東縣,萬巒鄉
400,22.459809,120.450748,<i class='fas fa-utensils'></i>,#198754,阿卿姐飯湯,&#127836; (1碗),飯湯,台式,陳耀訓,928屏東縣東港鎮興漁街211號,0912 785 681,POINT (120.450748 22.459809),172,T03,10013030,屏東縣,東港鎮,Donggang Township,T,10013,屏東縣,東港鎮
401,22.701871,120.572113,<i class='fas fa-utensils'></i>,#198754,珍味食堂,&#127836; (1碗),麻糬茄子＋雞肉捲,台式,彭天恩,908121屏東縣長治鄉水源路119-2號,08 762 0265,POINT (120.572113 22.701871),121,T06,10013060,屏東縣,長治鄉,Changzhi Township,T,10013,屏東縣,長治鄉
402,22.672002,120.482985,<i class='fas fa-utensils'></i>,#198754,秋林牛乳大王,&#127836; (1碗),榴槤雪花冰、季節水果冰,台式,彭天恩,900屏東縣屏東市信義路28號,08 733 9299,POINT (120.482985 22.672002),119,T01,10013010,屏東縣,屏東市,Pingtung City,T,10013,屏東縣,屏東市
403,22.467833,120.45087,<i class='fas fa-utensils'></i>,#198754,第二市場東港肉粿,&#127836; (1碗),肉粿,台式,Nick Wu吳盈憲,928屏東縣東港鎮信義街55號,,POINT (120.45087 22.467833),172,T03,10013030,屏東縣,東港鎮,Donggang Township,T,10013,屏東縣,東港鎮
404,22.699946,120.647288,<i class='fas fa-utensils'></i>,#198754,莉姆姆的歌,&#127836; (1碗),小米甜甜圈,台式,彭天恩,902屏東縣霧台鄉好茶村古茶柏安街17巷12號,08 799 7171,POINT (120.647288 22.699946),128,T13,10013130,屏東縣,內埔鄉,Neipu Township,T,10013,屏東縣,內埔鄉
405,22.670047,120.490096,<i class='fas fa-utensils'></i>,#198754,隆賓汕頭火鍋,&#127836; (1碗),火鍋,台式,彭天恩,900屏東縣屏東市民族路興市巷7號,08 732 5448,POINT (120.490096 22.670047),119,T01,10013010,屏東縣,屏東市,Pingtung City,T,10013,屏東縣,屏東市
406,22.46488,120.448933,<i class='fas fa-utensils'></i>,#198754,葉家肉粿,&#127836; (1碗),肉粿,台式,徐天麟,928屏東縣東港鎮光復路三段156號,08 832 9218,POINT (120.448933 22.46488),172,T03,10013030,屏東縣,東港鎮,Donggang Township,T,10013,屏東縣,東港鎮
407,22.003998,120.744355,<i class='fas fa-utensils'></i>,#198754,福記肉羹蒸餃,&#127836; (1碗),蒸餃,台式,莫莉,946屏東縣恆春鎮中正路118號,08 889 2413,POINT (120.744355 22.003998),359,T04,10013040,屏東縣,恆春鎮,Hengchun Township,T,10013,屏東縣,恆春鎮
408,22.669939,120.49056,<i class='fas fa-utensils'></i>,#198754,福記餛飩,&#127836; (1碗),餛飩湯,台式,吳寶春,900屏東縣屏東市興市巷83-1號,08 765 5642,POINT (120.49056 22.669939),119,T01,10013010,屏東縣,屏東市,Pingtung City,T,10013,屏東縣,屏東市
409,22.848256,120.609458,<i class='fas fa-utensils'></i>,#198754,廟口正老店50年老店,&#127836; (1碗),黑糖包,台式,陳明珠,906屏東縣高樹鄉長美路63號,0935 666 135,POINT (120.609458 22.848256),126,T11,10013110,屏東縣,高樹鄉,Gaoshu Township,T,10013,屏東縣,高樹鄉
410,22.550088,120.539665,<i class='fas fa-utensils'></i>,#198754,潮州徐豆花,&#127836; (1碗),綠豆蒜,台式,顧瑋,920屏東縣潮州鎮忠孝路43號,,POINT (120.539665 22.550088),120,T02,10013020,屏東縣,潮州鎮,Chaozhou Township,T,10013,屏東縣,潮州鎮
411,23.334626,121.31699,<i class='fas fa-utensils'></i>,#198754,橋頭臭豆腐（創始店／礁溪店）,&#127836;&#127836;&#127836; (3碗),臭豆腐,台式,莫莉、婁峻碩、劉家豪,981花蓮縣玉里鎮民權街15號,03 888 2545,POINT (121.31699 23.334626),277,U03,10015030,花蓮縣,玉里鎮,Yuli Township,U,10015,花蓮縣,玉里鎮
412,23.982169,121.608761,<i class='fas fa-utensils'></i>,#198754,林記 明禮路葱油餅,&#127836;&#127836; (2碗),蔥油餅、蔥油餅＋半熟蛋,台式,楊柏偉、陳耀訓,970花蓮縣花蓮市明禮路18-3號,0965 006 589,POINT (121.608761 23.982169),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
413,24.756254,121.753068,<i class='fas fa-utensils'></i>,#198754,一香飲食店 麻醬麵,&#127836; (1碗),餛飩湯,台式,江振誠,260宜蘭縣宜蘭市康樂路137巷7號,03 932 3289,POINT (121.753068 24.756254),20,G01,10002010,宜蘭縣,宜蘭市,Yilan City,G,10002,宜蘭縣,宜蘭市
414,24.667727,121.656817,<i class='fas fa-utensils'></i>,#198754,三星麵店,&#127836; (1碗),炸醬麵,台式,劉家豪,266宜蘭縣三星鄉月眉一路1號,03 989 2628,POINT (121.656817 24.667727),29,G10,10002100,宜蘭縣,三星鄉,Sanxing Township,G,10002,宜蘭縣,三星鄉
415,24.776238,121.779194,<i class='fas fa-utensils'></i>,#198754,大仁哥蔗香脆皮桶仔雞,&#127836; (1碗),大仁哥蔗香脆皮桶仔雞,台式,沈玉琳,263宜蘭縣壯圍鄉大福路三段232巷20號,03 930 3189,POINT (121.779194 24.776238),21,G04,10002060,宜蘭縣,壯圍鄉,Zhuangwei Township,G,10002,宜蘭縣,壯圍鄉
416,24.7565,121.757592,<i class='fas fa-utensils'></i>,#198754,大麵章,&#127836; (1碗),麻醬麵,台式,Hally Chen,260宜蘭縣宜蘭市新民路24號,03 932 9652,POINT (121.757592 24.7565),20,G01,10002010,宜蘭縣,宜蘭市,Yilan City,G,10002,宜蘭縣,宜蘭市
417,24.673774,121.761688,<i class='fas fa-utensils'></i>,#198754,冬山金珠蔥油餅（羅東店）,&#127836; (1碗),蔥油餅,台式,劉家豪,265宜蘭縣羅東鎮中山路四段83號,0927 830 881,POINT (121.761688 24.673774),26,G06,10002020,宜蘭縣,羅東鎮,Luodong Township,G,10002,宜蘭縣,羅東鎮
418,24.673306,121.770778,<i class='fas fa-utensils'></i>,#198754,北門蒜味肉羹,&#127836; (1碗),肉羹,台式,劉家豪,265宜蘭縣羅東鎮中正路32號,03 955 8393,POINT (121.770778 24.673306),26,G06,10002020,宜蘭縣,羅東鎮,Luodong Township,G,10002,宜蘭縣,羅東鎮
419,24.703463,121.783501,<i class='fas fa-utensils'></i>,#198754,正好鮮肉小籠包（五結店）,&#127836; (1碗),小籠包,中式,鍾愛銅板美食的貪吃鬼,268宜蘭縣五結鄉五結中路三段320號,03 950 0200,POINT (121.783501 24.703463),19,G07,10002090,宜蘭縣,五結鄉,Wujie Township,G,10002,宜蘭縣,五結鄉
420,24.680178,121.767558,<i class='fas fa-utensils'></i>,#198754,永和豆漿（羅東）,&#127836; (1碗),蛋餅夾油條,台式,劉家豪,265宜蘭縣羅東鎮中華路71號,,POINT (121.767558 24.680178),26,G06,10002020,宜蘭縣,羅東鎮,Luodong Township,G,10002,宜蘭縣,羅東鎮
421,24.753834,121.743074,<i class='fas fa-utensils'></i>,#198754,米玲坊雲南美食,&#127836; (1碗),涼拌碗豆粉,中式,劉家豪,260宜蘭縣宜蘭市泰山路119號,03 932 3293,POINT (121.743074 24.753834),20,G01,10002010,宜蘭縣,宜蘭市,Yilan City,G,10002,宜蘭縣,宜蘭市
422,24.666188,121.652442,<i class='fas fa-utensils'></i>,#198754,阿琴春捲,&#127836; (1碗),炸春捲,台式,劉家豪,266宜蘭縣三星鄉三星路五段11號,0987 944 887,POINT (121.652442 24.666188),29,G10,10002100,宜蘭縣,三星鄉,Sanxing Township,G,10002,宜蘭縣,三星鄉
423,24.661811,121.621345,<i class='fas fa-utensils'></i>,#198754,阿鳳嬤の草仔粿,&#127836; (1碗),九層糕,客家,劉家豪,266宜蘭縣三星鄉三星路七段340號,03 989 2715,POINT (121.621345 24.661811),29,G10,10002100,宜蘭縣,三星鄉,Sanxing Township,G,10002,宜蘭縣,三星鄉
424,24.680598,121.767685,<i class='fas fa-utensils'></i>,#198754,南陽香辣麵,&#127836; (1碗),香辣麵,台式,沈方正,265宜蘭縣羅東鎮中華路91號,03 953 2747,POINT (121.767685 24.680598),26,G06,10002020,宜蘭縣,羅東鎮,Luodong Township,G,10002,宜蘭縣,羅東鎮
425,24.826634,121.77373,<i class='fas fa-utensils'></i>,#198754,姚雞庄,&#127836; (1碗),白斬雞,台式,葉怡蘭,262宜蘭縣礁溪鄉中山路二段158號,03 988 1265,POINT (121.77373 24.826634),276,G03,10002050,宜蘭縣,礁溪鄉,Jiaoxi Township,G,10002,宜蘭縣,礁溪鄉
426,24.74812,121.815966,<i class='fas fa-utensils'></i>,#198754,後埤小吃部,&#127836; (1碗),炒蛤蜊,台式,陳志煌,263宜蘭縣壯圍鄉壯濱路二段333巷1號,0982 801 644,POINT (121.815966 24.74812),21,G04,10002060,宜蘭縣,壯圍鄉,Zhuangwei Township,G,10002,宜蘭縣,壯圍鄉
427,24.675646,121.759249,<i class='fas fa-utensils'></i>,#198754,香廚米粉羹,&#127836; (1碗),米粉羹,台式,劉家豪,265宜蘭縣羅東鎮北成路一段122號,03 951 5546,POINT (121.759249 24.675646),26,G06,10002020,宜蘭縣,羅東鎮,Luodong Township,G,10002,宜蘭縣,羅東鎮
428,24.677827,121.769231,<i class='fas fa-utensils'></i>,#198754,張秀雄米苔目,&#127836; (1碗),米苔目,台式,徐天麟,265宜蘭縣羅東鎮天津路5-9號,03 954 7533,POINT (121.769231 24.677827),26,G06,10002020,宜蘭縣,羅東鎮,Luodong Township,G,10002,宜蘭縣,羅東鎮
429,24.748793,121.748118,<i class='fas fa-utensils'></i>,#198754,復興路炸醬麵,&#127836; (1碗),炸醬麵,台式,愛吃鬼芸芸,260宜蘭縣宜蘭市復興路二段65號,,POINT (121.748118 24.748793),20,G01,10002010,宜蘭縣,宜蘭市,Yilan City,G,10002,宜蘭縣,宜蘭市
430,24.669682,121.748897,<i class='fas fa-utensils'></i>,#198754,廣興做粿,&#127836; (1碗),菜脯米,中式,劉家豪,269宜蘭縣冬山鄉廣興路205號,03 951 2224,POINT (121.748897 24.669682),28,G08,10002080,宜蘭縣,冬山鄉,Dongshan Township,G,10002,宜蘭縣,冬山鄉
431,23.996852,121.630334,<i class='fas fa-utensils'></i>,#198754,30年老店現撈螺肉,&#127836; (1碗),炒螺肉,台式,沈方正,970花蓮縣花蓮市中美路255號,03 822 8819,POINT (121.630334 23.996852),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
432,23.980917,121.606521,<i class='fas fa-utensils'></i>,#198754,大同蘭陽米粉羹,&#127836; (1碗),米粉羹,台式,陳耀訓,970花蓮縣花蓮市中山路284號,03 832 3258,POINT (121.606521 23.980917),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
433,24.042625,121.605946,<i class='fas fa-utensils'></i>,#198754,大漢街早餐（本店）,&#127836; (1碗),九層塔蛋餅,台式,楊柏偉,971花蓮縣新城鄉大漢街54號,0955 885 141,POINT (121.605946 24.042625),342,U04,10015040,花蓮縣,新城鄉,Xincheng Township,U,10015,花蓮縣,新城鄉
434,23.980902,121.60323,<i class='fas fa-utensils'></i>,#198754,山東豆漿大王,&#127836; (1碗),餡餅（肉餅）配蘿蔔辣椒,台式,楊柏偉,970花蓮縣花蓮市博愛街263號,03 832 2621,POINT (121.60323 23.980902),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
435,23.984871,121.622078,<i class='fas fa-utensils'></i>,#198754,中一豆花,&#127836; (1碗),綜合口味,台式,婁峻碩,970花蓮縣花蓮市民權五街2號,03 834 3302,POINT (121.622078 23.984871),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
436,23.979124,121.606251,<i class='fas fa-utensils'></i>,#198754,公正油飯,&#127836; (1碗),肉絲油飯,台式,高靜玉,970花蓮縣花蓮市民國路40號,03 833 6688,POINT (121.606251 23.979124),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
437,23.989953,121.605866,<i class='fas fa-utensils'></i>,#198754,台南港口土魠魚羹,&#127836; (1碗),去骨雞腿飯,台式,婁峻碩,970花蓮縣花蓮市國聯五路50號,03 834 6750,POINT (121.605866 23.989953),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
438,23.977104,121.609065,<i class='fas fa-utensils'></i>,#198754,周家蒸餃小籠包,&#127836; (1碗),豬肉蒸餃,台式,婁峻碩,970花蓮縣花蓮市公正街4-20號,03 835 0006,POINT (121.609065 23.977104),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
439,23.978807,121.605371,<i class='fas fa-utensils'></i>,#198754,河南砂鍋手工扯麵,&#127836; (1碗),番茄蛋麵,中式,高靜玉,970花蓮縣花蓮市民國路105號,03 831 5996,POINT (121.605371 23.978807),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
440,23.973718,121.578986,<i class='fas fa-utensils'></i>,#198754,花蓮生鮮牛肉,&#127836; (1碗),牛雜湯,台式,楊柏偉,973花蓮縣吉安鄉中山路三段2號市場內,0912 518 070,POINT (121.578986 23.973718),183,U05,10015050,花蓮縣,吉安鄉,Ji'an Township,U,10015,花蓮縣,吉安鄉
441,23.332619,121.315822,<i class='fas fa-utensils'></i>,#198754,阿拉丁印度甩餅,&#127836; (1碗),咖喱雞肉甩餅＋印度奶茶,印度,楊柏偉,981花蓮縣玉里鎮中正路127號,0976 377 811,POINT (121.315822 23.332619),277,U03,10015030,花蓮縣,玉里鎮,Yuli Township,U,10015,花蓮縣,玉里鎮
442,23.744731,121.460634,<i class='fas fa-utensils'></i>,#198754,美好花生,&#127836; (1碗),花生湯,台式,顧瑋,975花蓮縣鳳林鎮中和路46號,0933 528 448,POINT (121.460634 23.744731),362,U07,10015020,花蓮縣,鳳林鎮,Fenglin Township,U,10015,花蓮縣,鳳林鎮
443,23.97502,121.603612,<i class='fas fa-utensils'></i>,#198754,美琪烤玉米,&#127836; (1碗),烤玉米,台式,陳志煌,970花蓮縣花蓮市信義街71號,0933 798 385,POINT (121.603612 23.97502),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
444,23.979123,121.606653,<i class='fas fa-utensils'></i>,#198754,源香飲食店,&#127836; (1碗),大碗乾麵,台式,婁峻碩,970花蓮縣花蓮市新港街65號,,POINT (121.606653 23.979123),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
445,23.977241,121.602804,<i class='fas fa-utensils'></i>,#198754,源寶屋咖哩麵包,&#127836; (1碗),咖哩麵包,日式,楊柏偉,970花蓮縣花蓮市仁愛街77號,03 833 6898,POINT (121.602804 23.977241),341,U01,10015010,花蓮縣,花蓮市,Hualien City,U,10015,花蓮縣,花蓮市
446,23.979054,121.568739,<i class='fas fa-utensils'></i>,#198754,慶豐麵店,&#127836; (1碗),慶豐乾麵＋煙燻三角肉,台式,楊柏偉,973花蓮縣吉安鄉中山路三段388號,0930 901 092,POINT (121.568739 23.979054),183,U05,10015050,花蓮縣,吉安鄉,Ji'an Township,U,10015,花蓮縣,吉安鄉
447,22.757594,121.156788,<i class='fas fa-utensils'></i>,#198754,三姐妹米苔目,&#127836; (1碗),米苔目湯,台式,沈方正,950台東縣台東市四維路一段502號,,POINT (121.156788 22.757594),180,V01,10014010,臺東縣,臺東市,Taitung City,V,10014,臺東縣,臺東市
448,23.10416,121.378443,<i class='fas fa-utensils'></i>,#198754,卡滋爾鬼頭刀特色美食,&#127836; (1碗),魚干滷肉飯,台式,馬世芳,961台東縣成功鎮大同路115號,08 985 2257,POINT (121.378443 23.10416),0,V02,10014020,臺東縣,成功鎮,Chenggong Township,V,10014,臺東縣,成功鎮
449,22.763488,121.145676,<i class='fas fa-utensils'></i>,#198754,正海城北方小館,&#127836; (1碗),酸豆千層餅,中式,楊馥如,950台東縣台東市開封街366號,08 934 3558,POINT (121.145676 22.763488),180,V01,10014010,臺東縣,臺東市,Taitung City,V,10014,臺東縣,臺東市
450,22.753688,121.145722,<i class='fas fa-utensils'></i>,#198754,冰菓手作冰棒,&#127836; (1碗),檸檬薑薑好,台式,高靜玉,950台東縣台東市新生路135巷26號,,POINT (121.145722 22.753688),180,V01,10014010,臺東縣,臺東市,Taitung City,V,10014,臺東縣,臺東市
451,23.123454,121.21713,<i class='fas fa-utensils'></i>,#198754,好煎炸,&#127836; (1碗),炸春捲（鹹/甜）,台式,楊柏偉,95861台東縣池上鄉中山路204號,0975 917 300,POINT (121.21713 23.123454),141,V10,10014060,臺東縣,池上鄉,Chishang Township,V,10014,臺東縣,池上鄉
